File,NREM,REM,WAKE,Art,train,validation,test
y43dr5ammq9kv8x4.npy,0.0,0.0,0.0,1.0,0,0,1
84zbl84t966v6q1a.npy,0.0,0.0,1.0,0.0,0,0,1
du7wes0iuk0kvkwd.npy,0.0,0.0,1.0,0.0,0,0,1
51g34q414qbntkm8.npy,0.0,0.0,0.0,1.0,0,0,1
6g69jster8jxwgnt.npy,0.0,0.0,0.0,1.0,0,0,1
usr7j2avpyhshvh5.npy,0.0,0.0,0.0,1.0,0,0,1
kp6g8fsk46kow0ze.npy,0.0,0.0,1.0,0.0,0,0,1
h8nrhymgzdosur21.npy,0.0,0.0,1.0,0.0,0,0,1
n7dvuu722nctn6ek.npy,0.0,0.0,1.0,0.0,0,0,1
i1x9auwyabizuu9r.npy,0.0,0.0,1.0,0.0,0,0,1
6hd5yjsl1ajpo3he.npy,0.0,0.0,1.0,0.0,0,0,1
k42n001hv1lj2zbp.npy,0.0,0.0,1.0,0.0,0,0,1
3qj5wbc2nr7pv2ab.npy,0.0,0.0,1.0,0.0,0,0,1
ggsvjkyil31ui7nq.npy,0.0,0.0,1.0,0.0,0,0,1
i1qvhxt1nlbnorvl.npy,0.0,0.0,1.0,0.0,0,0,1
h4efv5x1n34fzjwi.npy,0.0,0.0,1.0,0.0,0,0,1
pq7uiqqjetqz72ua.npy,0.0,0.0,1.0,0.0,0,0,1
4yrt4admucvplok6.npy,0.0,0.0,1.0,0.0,0,0,1
34ilsdnnn04srx4y.npy,0.0,0.0,0.0,1.0,0,0,1
ovqg06dctbi219ce.npy,0.0,0.0,1.0,0.0,0,0,1
bdxvhf1eb2tn5mij.npy,0.0,0.0,1.0,0.0,0,0,1
uusrbkaimy7maxxs.npy,0.0,0.0,0.0,1.0,0,0,1
k6jlgmhznx3rcvfu.npy,0.0,0.0,0.0,1.0,0,0,1
zpokejn536w37ybn.npy,0.0,0.0,0.0,1.0,0,0,1
s1t968ojayvxnyw9.npy,0.0,0.0,1.0,0.0,0,0,1
2n43jliwitq9ws4u.npy,0.0,0.0,0.0,1.0,0,0,1
tntw02n16dlw7ce0.npy,0.0,0.0,1.0,0.0,0,0,1
9ikwwj4nvczwiga7.npy,0.0,0.0,1.0,0.0,0,0,1
y9xa1n2p5wx5hph5.npy,0.0,0.0,1.0,0.0,0,0,1
fw33kc2qc4p2m56n.npy,0.0,0.0,0.0,1.0,0,0,1
92hy5rxuvabm4rd7.npy,0.0,0.0,1.0,0.0,0,0,1
yg88g4nqqrwivua5.npy,0.0,0.0,1.0,0.0,0,0,1
u8omzonejm9wtdhf.npy,0.0,0.0,0.0,1.0,0,0,1
1izk98t1vkwyjc72.npy,0.0,0.0,1.0,0.0,0,0,1
1731ydak9qyy504f.npy,0.0,0.0,1.0,0.0,0,0,1
1ij953jpsc3l6o5j.npy,0.0,0.0,0.0,1.0,0,0,1
gfvx7dq1ktgc9gz4.npy,0.0,0.0,1.0,0.0,0,0,1
nmi12ikibnyojz94.npy,0.0,0.0,1.0,0.0,0,0,1
7rwv8854f08oy9nc.npy,0.0,0.0,0.0,1.0,0,0,1
3hmzz62kwkcwn71i.npy,0.0,0.0,0.0,1.0,0,0,1
ybcje3ybo8ochimz.npy,0.0,0.0,0.0,1.0,0,0,1
5i5s3e4syzitkxji.npy,0.0,0.0,1.0,0.0,0,0,1
j7qkczhq8m15ukea.npy,0.0,0.0,1.0,0.0,0,0,1
jsycj3d7b2vpb9ie.npy,0.0,0.0,1.0,0.0,0,0,1
ufxw0sktw32o65rn.npy,0.0,0.0,0.0,1.0,0,0,1
r33vwa8ktwm3lebv.npy,0.0,0.0,0.0,1.0,0,0,1
owlhtk3mdogal8sd.npy,0.0,0.0,1.0,0.0,0,0,1
9lwp8q9qw0mhzwqx.npy,0.0,0.0,1.0,0.0,0,0,1
r0kmphygvb65odoo.npy,0.0,0.0,0.0,1.0,0,0,1
5yk5fn5xhy797qzk.npy,0.0,0.0,0.0,1.0,0,0,1
c4yfj1lrbj6qkckw.npy,0.0,0.0,0.0,1.0,0,0,1
ejh85imee95lv0tk.npy,0.0,0.0,0.0,1.0,0,0,1
r1abnwj3qkprh929.npy,0.0,0.0,1.0,0.0,0,0,1
38x070x1rwnnapdk.npy,0.0,0.0,1.0,0.0,0,0,1
4ue6ryh3h4rw77m5.npy,0.0,0.0,0.0,1.0,0,0,1
6vxpz500dh7jnsl3.npy,0.0,0.0,1.0,0.0,0,0,1
lekyv8x2tyyox85w.npy,0.0,0.0,1.0,0.0,0,0,1
vjbtjykufcqd9fkd.npy,0.0,0.0,0.0,1.0,0,0,1
1d87hvljq5v38mny.npy,0.0,0.0,1.0,0.0,0,0,1
rnikyfciw2rcuoif.npy,0.0,0.0,1.0,0.0,0,0,1
4l4kr7vyt3qugwpk.npy,0.0,0.0,1.0,0.0,0,0,1
7y6em7qvf31flbtm.npy,0.0,0.0,1.0,0.0,0,0,1
yvikyeqtt2sjixuj.npy,0.0,0.0,1.0,0.0,0,0,1
k7t0cs0bwkm0h724.npy,0.0,0.0,0.0,1.0,0,0,1
w24t90kkczr8b7ot.npy,0.0,0.0,1.0,0.0,0,0,1
nz1eu2ld1vmo8upa.npy,0.0,0.0,1.0,0.0,0,0,1
52drudz17vm8q2z6.npy,0.0,0.0,1.0,0.0,0,0,1
sv6hz1qy1vvkara8.npy,0.0,0.0,1.0,0.0,0,0,1
gggkd46hq8i9xmok.npy,0.0,0.0,1.0,0.0,0,0,1
ly0weru5u3gpq49w.npy,0.0,0.0,0.0,1.0,0,0,1
w4zia4n4t808x9ys.npy,0.0,0.0,1.0,0.0,0,0,1
k7211geacl57ne8q.npy,0.0,0.0,1.0,0.0,0,0,1
52ps4uc28lbx2k4x.npy,0.0,0.0,1.0,0.0,0,0,1
trcdwpogoi6l1nqx.npy,0.0,0.0,1.0,0.0,0,0,1
1clooz5dtigps2tn.npy,0.0,0.0,1.0,0.0,0,0,1
0vlzoksu3l7pjwiz.npy,0.0,0.0,1.0,0.0,0,0,1
qodc1kad5f41f2ki.npy,0.0,0.0,1.0,0.0,0,0,1
2mr9sovbjynn1i27.npy,0.0,0.0,0.0,1.0,0,0,1
yc1y808n22wfi625.npy,0.0,0.0,1.0,0.0,0,0,1
hsavbibr7tjxgkdm.npy,0.0,0.0,0.0,1.0,0,0,1
a30smjnkfupyey0g.npy,0.0,0.0,1.0,0.0,0,0,1
15qn49chb2vbkdg0.npy,0.0,0.0,1.0,0.0,0,0,1
a76i0ltv9l6rhwv2.npy,0.0,0.0,1.0,0.0,0,0,1
y90c9zsne07mtxvj.npy,0.0,0.0,1.0,0.0,0,0,1
ldpiz4eu6knbzifu.npy,0.0,0.0,1.0,0.0,0,0,1
d4gjigy53xf7xqxv.npy,0.0,0.0,1.0,0.0,0,0,1
9o7teu54jv7lwqq7.npy,0.0,0.0,1.0,0.0,0,0,1
6qtsgw5g7kcv20mw.npy,0.0,0.0,0.0,1.0,0,0,1
kv7tv143jgg8lmer.npy,0.0,0.0,0.0,1.0,0,0,1
0p46prt2lvw7x9vo.npy,0.0,0.0,1.0,0.0,0,0,1
2rs092dywe5a7l5q.npy,0.0,0.0,1.0,0.0,0,0,1
9qtm8ghotzspdtom.npy,0.0,0.0,1.0,0.0,0,0,1
5i82yqis185p1ke3.npy,0.0,0.0,1.0,0.0,0,0,1
l59hj0j3pou4nzy0.npy,0.0,0.0,1.0,0.0,0,0,1
ap43gy3oa9jnfedb.npy,0.0,0.0,1.0,0.0,0,0,1
wlk6aa7vf9xp6auj.npy,0.0,0.0,1.0,0.0,0,0,1
0i9qhgnjn0kceln6.npy,0.0,0.0,0.0,1.0,0,0,1
tbe49rcwx865ehem.npy,0.0,0.0,1.0,0.0,0,0,1
28u93t1e1t9t7g3r.npy,0.0,0.0,1.0,0.0,0,0,1
8baifr958g1dq8e5.npy,0.0,0.0,1.0,0.0,0,0,1
qgb6igzgz0lnflxb.npy,0.0,0.0,1.0,0.0,0,0,1
che4r1s2vj9r0q4h.npy,0.0,0.0,1.0,0.0,0,0,1
9cenhyzxzk68vawq.npy,0.0,0.0,1.0,0.0,0,0,1
j33grnue5e6g7g4r.npy,0.0,0.0,1.0,0.0,0,0,1
9gjh7jm80fa94zfi.npy,0.0,0.0,1.0,0.0,0,0,1
v5312wj20rbqz0fm.npy,0.0,0.0,1.0,0.0,0,0,1
9magi7shzld1fw9a.npy,0.0,0.0,1.0,0.0,0,0,1
sylxp0fte7k1l3bv.npy,0.0,0.0,1.0,0.0,0,0,1
yr2rcthx2bdhmh7e.npy,0.0,0.0,1.0,0.0,0,0,1
3fc0gw0llr35vcad.npy,0.0,0.0,0.0,1.0,0,0,1
i2fyva37f0aczn4e.npy,0.0,0.0,1.0,0.0,0,0,1
l4zi8e7cmgmlk218.npy,0.0,0.0,1.0,0.0,0,0,1
eh0l67nufct6rjwo.npy,0.0,0.0,1.0,0.0,0,0,1
1lx0rgdp5nfptarg.npy,0.0,0.0,0.0,1.0,0,0,1
2uvzrpz1yj4d6jep.npy,0.0,0.0,1.0,0.0,0,0,1
8o0oshhnhuc9q6lt.npy,0.0,0.0,0.0,1.0,0,0,1
ijx6kynmr0r8adml.npy,1.0,0.0,0.0,0.0,0,0,1
4i8gmnpypg9drkia.npy,1.0,0.0,0.0,0.0,0,0,1
doqhztzu2uppaeys.npy,1.0,0.0,0.0,0.0,0,0,1
iqd8gtfhrskzxkcd.npy,0.0,0.0,0.0,1.0,0,0,1
xm6r0szkfx1h4762.npy,0.0,0.0,0.0,1.0,0,0,1
3lv60v8uxk7iezu1.npy,1.0,0.0,0.0,0.0,0,0,1
fubh55tcexh6xewa.npy,0.0,0.0,1.0,0.0,0,0,1
p4uflhim5t2y0hcq.npy,0.0,0.0,0.0,1.0,0,0,1
5pflq2zpmxd0dsuc.npy,0.0,0.0,0.0,1.0,0,0,1
b99l8aybeyoc7kns.npy,1.0,0.0,0.0,0.0,0,0,1
532aqu5tro60w3ys.npy,1.0,0.0,0.0,0.0,0,0,1
b76unwims0299bhu.npy,1.0,0.0,0.0,0.0,0,0,1
4x6gxw3bedteexp3.npy,1.0,0.0,0.0,0.0,0,0,1
n1wuw01hrivpfvuz.npy,1.0,0.0,0.0,0.0,0,0,1
sk8jn55z23mknxzp.npy,1.0,0.0,0.0,0.0,0,0,1
8fl68d1y3ct75vur.npy,1.0,0.0,0.0,0.0,0,0,1
amb27fz6vpco5mn4.npy,1.0,0.0,0.0,0.0,0,0,1
whs746khzjjphpyc.npy,1.0,0.0,0.0,0.0,0,0,1
slpejdzd7efn6twu.npy,1.0,0.0,0.0,0.0,0,0,1
bj8nqmofoorrrbwn.npy,1.0,0.0,0.0,0.0,0,0,1
jdpaolyarv7qsbl3.npy,0.0,0.0,0.0,1.0,0,0,1
4ynn1eq02vj6lk2c.npy,0.0,0.0,0.0,1.0,0,0,1
dwc2rw11mwuhixy0.npy,1.0,0.0,0.0,0.0,0,0,1
w1mx3i3qrhe5jso8.npy,1.0,0.0,0.0,0.0,0,0,1
6dmfvdys3khrn8hr.npy,1.0,0.0,0.0,0.0,0,0,1
ip192f4e326qqkta.npy,1.0,0.0,0.0,0.0,0,0,1
z5sa6yyv6da08ihl.npy,0.0,0.0,0.0,1.0,0,0,1
xwrazg0rsx6uvylh.npy,1.0,0.0,0.0,0.0,0,0,1
lbwtj1d7vps5k895.npy,1.0,0.0,0.0,0.0,0,0,1
b9oqtrp8k6c9bfrk.npy,1.0,0.0,0.0,0.0,0,0,1
wbogtl5jzdts47l0.npy,1.0,0.0,0.0,0.0,0,0,1
7z7tmo0b129qiliq.npy,1.0,0.0,0.0,0.0,0,0,1
876ktwwrhuwrkz5c.npy,1.0,0.0,0.0,0.0,0,0,1
asayaj5n3rv09cql.npy,0.0,0.0,0.0,1.0,0,0,1
kk5deovtk5rs5vjn.npy,1.0,0.0,0.0,0.0,0,0,1
qyostezabbmaqwnu.npy,1.0,0.0,0.0,0.0,0,0,1
3p2gz45zfnklzq3h.npy,1.0,0.0,0.0,0.0,0,0,1
e4abbqw18botf7f4.npy,1.0,0.0,0.0,0.0,0,0,1
siwvq73uedzn7g98.npy,1.0,0.0,0.0,0.0,0,0,1
z3xatvpszpeg0jfs.npy,1.0,0.0,0.0,0.0,0,0,1
whvvrs68wwli1bz1.npy,1.0,0.0,0.0,0.0,0,0,1
0615fgxny2egvw88.npy,0.0,0.0,1.0,0.0,0,0,1
e985l14u2y419mos.npy,0.0,0.0,0.0,1.0,0,0,1
0esxnbqu2xjoj9wn.npy,1.0,0.0,0.0,0.0,0,0,1
nwhgfbbeogej4bdv.npy,1.0,0.0,0.0,0.0,0,0,1
ikkqkgl84dlx2qxb.npy,1.0,0.0,0.0,0.0,0,0,1
m5m1qjvthpwp5qr1.npy,1.0,0.0,0.0,0.0,0,0,1
a2lpufemzk4q8t63.npy,1.0,0.0,0.0,0.0,0,0,1
hpvuzsyop0jhkcbd.npy,1.0,0.0,0.0,0.0,0,0,1
xb1icl9l7ttlqzjh.npy,0.0,0.0,0.0,1.0,0,0,1
upe4td5d89tbrbup.npy,1.0,0.0,0.0,0.0,0,0,1
sdrtgp88g2ozw9ey.npy,1.0,0.0,0.0,0.0,0,0,1
ieu8iixsu35w5aix.npy,1.0,0.0,0.0,0.0,0,0,1
sflxj460msmknzha.npy,1.0,0.0,0.0,0.0,0,0,1
jzfz31vjzqt7qo36.npy,1.0,0.0,0.0,0.0,0,0,1
3ldroil4cge0nrzq.npy,1.0,0.0,0.0,0.0,0,0,1
wtn6svgpieipvbci.npy,1.0,0.0,0.0,0.0,0,0,1
9nfm1yn8dpskwjl0.npy,1.0,0.0,0.0,0.0,0,0,1
d4foo9ck6zzh82q9.npy,1.0,0.0,0.0,0.0,0,0,1
ycecqjh9vdc0r7tk.npy,1.0,0.0,0.0,0.0,0,0,1
m6yrdumrzhgu1pen.npy,1.0,0.0,0.0,0.0,0,0,1
dqsjcs2n8p0ogdn1.npy,0.0,0.0,0.0,1.0,0,0,1
9fh5jghdhx73titc.npy,0.0,0.0,1.0,0.0,0,0,1
84iqkk3pq5qxcm0l.npy,0.0,0.0,1.0,0.0,0,0,1
ko4nesi7yp818gtk.npy,0.0,0.0,1.0,0.0,0,0,1
f4068seq01h8xxoy.npy,0.0,0.0,1.0,0.0,0,0,1
u3mulu6jzm90xdz5.npy,0.0,0.0,0.0,1.0,0,0,1
es5qa1meuflh97lg.npy,0.0,0.0,1.0,0.0,0,0,1
z9kvk4152to07bmj.npy,1.0,0.0,0.0,0.0,0,0,1
6sd98l065qibj0ck.npy,1.0,0.0,0.0,0.0,0,0,1
hhv3lo0mxnaj90ku.npy,1.0,0.0,0.0,0.0,0,0,1
10na87bv153oafvn.npy,1.0,0.0,0.0,0.0,0,0,1
vs8x4bwb3qvdgb9t.npy,1.0,0.0,0.0,0.0,0,0,1
s40r22y1cepe8ufu.npy,1.0,0.0,0.0,0.0,0,0,1
222uwhrpogd9ff0d.npy,0.0,0.0,0.0,1.0,0,0,1
xq5iej09av5fv830.npy,0.0,0.0,1.0,0.0,0,0,1
eqgatjmhn2gyye0o.npy,0.0,0.0,0.0,1.0,0,0,1
nbtahl1rdvpmxxne.npy,1.0,0.0,0.0,0.0,0,0,1
h0a5xt8vzif1xt9a.npy,1.0,0.0,0.0,0.0,0,0,1
jatx4t02aocb4f56.npy,1.0,0.0,0.0,0.0,0,0,1
ovuot92len9wxbq7.npy,1.0,0.0,0.0,0.0,0,0,1
j96qpw04cvf4pxgp.npy,1.0,0.0,0.0,0.0,0,0,1
eo7yl78u99pmbjz7.npy,0.0,0.0,0.0,1.0,0,0,1
820j7umv50sxxykh.npy,0.0,0.0,0.0,1.0,0,0,1
9bcva0f6rvt80ds5.npy,1.0,0.0,0.0,0.0,0,0,1
evq6m4a0pn9ivdgv.npy,1.0,0.0,0.0,0.0,0,0,1
b24emancrab1oc0r.npy,1.0,0.0,0.0,0.0,0,0,1
u2uruu117t2z2czo.npy,1.0,0.0,0.0,0.0,0,0,1
vq1r7oi98llp8zqk.npy,1.0,0.0,0.0,0.0,0,0,1
3itzyef63rczsyxv.npy,1.0,0.0,0.0,0.0,0,0,1
188hqcz6dfsn7a2a.npy,1.0,0.0,0.0,0.0,0,0,1
is29mhgwkpl45xy8.npy,1.0,0.0,0.0,0.0,0,0,1
ajfdloe4vauinl4j.npy,1.0,0.0,0.0,0.0,0,0,1
fuqdx2xkbc3oln0g.npy,1.0,0.0,0.0,0.0,0,0,1
upvuojxoh7b35vgj.npy,1.0,0.0,0.0,0.0,0,0,1
snjlm8r7dltnh8vb.npy,1.0,0.0,0.0,0.0,0,0,1
2me3vuqe1vgmudv1.npy,1.0,0.0,0.0,0.0,0,0,1
7lqpowmxsk66twdy.npy,1.0,0.0,0.0,0.0,0,0,1
epxl4731i6b1t512.npy,1.0,0.0,0.0,0.0,0,0,1
q2jud0dn2qipt2dw.npy,1.0,0.0,0.0,0.0,0,0,1
3incyu1nao0a5fwz.npy,1.0,0.0,0.0,0.0,0,0,1
49l30iz3esg8v054.npy,1.0,0.0,0.0,0.0,0,0,1
adkcg7qk9hwra0wz.npy,1.0,0.0,0.0,0.0,0,0,1
y5wsdas9cwym39lp.npy,1.0,0.0,0.0,0.0,0,0,1
e97hwt1pissvzhio.npy,1.0,0.0,0.0,0.0,0,0,1
ashg1wospq3x2soh.npy,1.0,0.0,0.0,0.0,0,0,1
x51kuwon7yvxtwl9.npy,1.0,0.0,0.0,0.0,0,0,1
mqxqh68xsxseqig9.npy,0.0,0.0,0.0,1.0,0,0,1
l32duu8krd1qzngq.npy,1.0,0.0,0.0,0.0,0,0,1
3vdera7b665scyo9.npy,0.0,0.0,0.0,1.0,0,0,1
s0xlnrml1x2ftem7.npy,0.0,0.0,1.0,0.0,0,0,1
rmrxwp11rr5hpsb6.npy,0.0,0.0,1.0,0.0,0,0,1
pkfl1fart3mwgvwj.npy,0.0,0.0,1.0,0.0,0,0,1
ihgetlswp8dl84eb.npy,0.0,0.0,0.0,1.0,0,0,1
w1onz9z1jr4e54v4.npy,0.0,0.0,0.0,1.0,0,0,1
zeweyljmto7ffxx4.npy,1.0,0.0,0.0,0.0,0,0,1
uvg654o50rkxkd38.npy,0.0,0.0,0.0,1.0,0,0,1
jqlzcrux57g21n2h.npy,1.0,0.0,0.0,0.0,0,0,1
2sqt6iynpnjyfv69.npy,1.0,0.0,0.0,0.0,0,0,1
zlsq2jylax1hkab3.npy,1.0,0.0,0.0,0.0,0,0,1
j29ep5mnelvekfut.npy,0.0,0.0,0.0,1.0,0,0,1
2nqpvmgi7no1cehx.npy,1.0,0.0,0.0,0.0,0,0,1
ti2nqpq8mghcneb2.npy,1.0,0.0,0.0,0.0,0,0,1
pgi3eexrwhxbmh79.npy,1.0,0.0,0.0,0.0,0,0,1
gjtsezgs61xlyz4j.npy,1.0,0.0,0.0,0.0,0,0,1
5cxgv11kilsbranu.npy,1.0,0.0,0.0,0.0,0,0,1
2nz4vsjg06c92uys.npy,0.0,0.0,0.0,1.0,0,0,1
305c0g6qeldwrpwb.npy,1.0,0.0,0.0,0.0,0,0,1
1w0myv16mbtasikw.npy,1.0,0.0,0.0,0.0,0,0,1
c0lgpi5r9uw5tt26.npy,1.0,0.0,0.0,0.0,0,0,1
0makxm2l04uzkyrs.npy,1.0,0.0,0.0,0.0,0,0,1
hx5x42z6f63lvcqc.npy,0.0,0.0,1.0,0.0,0,0,1
qoi4ne1csngsifcg.npy,0.0,0.0,1.0,0.0,0,0,1
h6jnjmur55gnebhi.npy,0.0,0.0,1.0,0.0,0,0,1
buqoo006kyp5se8o.npy,0.0,0.0,1.0,0.0,0,0,1
hog6gljs0xkv1pek.npy,0.0,0.0,1.0,0.0,0,0,1
pw56br6swaqaw0kq.npy,1.0,0.0,0.0,0.0,0,0,1
m0if02rfzlqiu6f7.npy,0.0,0.0,0.0,1.0,0,0,1
7xd1fjpaf9cwak5o.npy,1.0,0.0,0.0,0.0,0,0,1
dm7ofu7fqnzrzg1a.npy,1.0,0.0,0.0,0.0,0,0,1
z7fvoc496f0pfmya.npy,1.0,0.0,0.0,0.0,0,0,1
wqe1fadj1mljix61.npy,1.0,0.0,0.0,0.0,0,0,1
ld9v4fx9qudcejm2.npy,1.0,0.0,0.0,0.0,0,0,1
dxem8re3imqojfu8.npy,1.0,0.0,0.0,0.0,0,0,1
sidoww928l1w0gdz.npy,1.0,0.0,0.0,0.0,0,0,1
sc2efvzbjsifdfjd.npy,1.0,0.0,0.0,0.0,0,0,1
wvl20c1f96r64azq.npy,1.0,0.0,0.0,0.0,0,0,1
39s0mmf1gx1oog2q.npy,1.0,0.0,0.0,0.0,0,0,1
ay9x8sne75bqbowh.npy,1.0,0.0,0.0,0.0,0,0,1
s55o0850812pz3a7.npy,1.0,0.0,0.0,0.0,0,0,1
8a9tnemtum2b4qox.npy,1.0,0.0,0.0,0.0,0,0,1
2x7xtevcoabe5fz7.npy,0.0,0.0,0.0,1.0,0,0,1
ax6zj7uvz8msdpxz.npy,1.0,0.0,0.0,0.0,0,0,1
ekqc879pdv8813qj.npy,0.0,0.0,0.0,1.0,0,0,1
2pqxn2ljupwzwrkq.npy,0.0,0.0,1.0,0.0,0,0,1
ncxae9si2feemrr3.npy,0.0,0.0,1.0,0.0,0,0,1
vaue7o3k6uru0z1t.npy,0.0,0.0,1.0,0.0,0,0,1
6x1bty2mfs3393a4.npy,0.0,0.0,1.0,0.0,0,0,1
h22zvfzjbmesqa0a.npy,0.0,0.0,0.0,1.0,0,0,1
c8fdwfun67rojtkh.npy,1.0,0.0,0.0,0.0,0,0,1
7xth04i4o7gzz0qo.npy,1.0,0.0,0.0,0.0,0,0,1
6sbgfkb25l04itjx.npy,1.0,0.0,0.0,0.0,0,0,1
